Week of,Prediction,Name,APTA Name,Size,Region,City
2021-11-28,42380206.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2021-11-28,87286.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2021-11-28,117085.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2021-11-28,157118.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2021-11-28,67583.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2021-11-28,1072245.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2021-11-28,32246.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2021-11-28,312895.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2021-11-28,32220.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2021-11-28,104615.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2021-11-28,5937.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2021-11-28,378407.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2021-11-28,86520.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2021-11-28,284821.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2021-11-28,13948.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2021-11-28,123542.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2021-11-28,122624.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2021-11-28,287271.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2021-11-28,186487.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2021-11-28,201166.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2021-11-28,262528.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2021-11-28,419898.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2021-11-28,708507.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2021-11-28,5674.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2021-11-28,985069.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2021-11-28,541307.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2021-11-28,78442.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2021-11-28,365697.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2021-11-28,129311.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2021-11-28,42100.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2021-11-28,112101.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2021-11-28,1070534.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2021-11-28,1007570.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2021-11-28,123887.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2021-11-28,34205.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2021-11-28,4158.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2021-11-28,43634.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2021-11-28,100987.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2021-11-28,52873.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2021-11-28,23783.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2021-11-28,24000.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2021-11-28,28919.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2021-11-28,1226711.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2021-11-28,133209.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2021-11-28,161426.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2021-11-28,167108.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2021-11-28,76966.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2021-11-28,105303.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2021-11-28,42748.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2021-12-05,134878.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2021-12-05,30453.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2021-12-05,35593.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2021-12-05,109261.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2021-12-05,118117.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2021-12-05,274901.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2021-12-05,33064.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2021-12-05,65364.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2021-12-05,110783.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2021-12-05,1042768.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2021-12-05,113578.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2021-12-05,773469.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2021-12-05,703816.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2021-12-05,5448399.0,Los Angeles County MTA,Los Angeles County MTA,2M+,Pacific,Los Angeles
2021-12-05,109135.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2021-12-05,63748.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2021-12-05,28892.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2021-12-05,73421.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2021-12-05,20453.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2021-12-05,29131.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2021-12-05,137548.0,Fairfax County Dept of Transp,Fairfax County Dept of Transp,2M+,South-Atlantic,Washington D.C.
2021-12-05,170226.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2021-12-05,9609.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2021-12-05,249682.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2021-12-05,203114.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2021-12-05,26021.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2021-12-05,106370.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2021-12-05,355417.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2021-12-05,182427.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2021-12-05,5200.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2021-12-05,976745.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2021-12-05,716576.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2021-12-05,629526.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2021-12-05,96326.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2021-12-05,40018.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2021-12-05,128276.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2021-12-05,43130.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2021-12-05,86719.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2021-12-05,3094624.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2021-12-05,36964.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2021-12-05,41819.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2021-12-05,13342.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2021-12-05,17846.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2021-12-05,115093.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2021-12-05,4511342.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2021-12-05,30479.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2021-12-05,4930.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2021-12-05,73456.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2021-12-05,84709.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2021-12-05,23950.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2021-12-05,673556.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2021-12-05,2180693.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2021-12-05,68266.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2021-12-05,30144.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2021-12-05,22293.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2021-12-05,344307.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2021-12-05,39357.0,Santa Cruz Metro Transit Dist,Santa Cruz Metro Transit Dist,Under 500k,Pacific,Santa Cruz
2021-12-05,5212.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2021-12-05,129540.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2021-12-05,74961.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2021-12-05,341833.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2021-12-05,68210.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2021-12-05,75174.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2021-12-05,550394.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2021-12-05,217823.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2021-12-05,13647.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2021-12-05,4058351.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2021-12-05,390208.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2021-12-05,2709530.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2021-12-05,72459.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2021-12-05,1276849.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2021-12-05,180013.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2021-12-05,28684.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2021-12-05,3020684.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2021-12-05,164185.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2021-12-05,40791.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2021-12-05,22753.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2021-12-05,42114629.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2021-12-05,359649.0,Metra,Metra,2M+,East Central,Chicago
2021-12-05,89230.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2021-12-05,197636.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2021-12-05,17660.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2021-12-05,94682.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2021-12-05,13491.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2021-12-05,120956.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2021-12-05,638962.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2021-12-05,45321.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2021-12-05,99716.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2021-12-05,1938587.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2021-12-05,515300.0,Utah Transit Authority,Utah Transit Authority,"500,000-1.99M",Mountain,Salt Lake City
2021-12-05,77024.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2021-12-05,16886.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2021-12-05,286975.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2021-12-05,270754.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2021-12-05,1135749.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2021-12-05,360242.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2021-12-05,126208.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2021-12-05,879374.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2021-12-05,350711.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2021-12-05,147528.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2021-12-05,1065070.0,Miami-Dade Transit Agency,Miami-Dade Transit Agency,2M+,South-Atlantic,Miami
2021-12-05,90871.0,Port Authority Transit Corp,Port Authority Transit Corp,2M+,Mid-Atlantic,Philadelphia
2021-12-05,119134.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2021-12-05,1064305.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2021-12-05,274457.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2021-12-05,1182199.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2021-12-05,37100.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2021-12-05,33585.0,Central Contra Costa TA,Central Contra Costa TA,"500,000-1.99M",Pacific,SF Bay Area
2021-12-05,216525.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2021-12-05,181620.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2021-12-05,226469.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2021-12-05,288461.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2021-12-05,518759.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2021-12-05,86642.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2021-12-05,382740.0,Capital Metropolitan Trp Auth,Capital Metropolitan Trp Auth,"500,000-1.99M",West Central,Austin
2021-12-05,192427.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2021-12-05,437474.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2021-12-05,192380.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2021-12-05,28403.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2021-12-05,48289.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2021-12-05,1019447.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2021-12-05,759541.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2021-12-05,112924.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2021-12-05,21246.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2021-12-05,60912.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2021-12-05,999648.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2021-12-05,49728.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2021-12-05,4839.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2021-12-05,4351.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2021-12-05,26849.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2021-12-05,310169.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2021-12-12,22826.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2021-12-12,25976.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2021-12-12,5422.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2021-12-12,43875.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2021-12-12,35102.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2021-12-12,295896.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2021-12-12,166913.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2021-12-12,9131.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2021-12-12,1945062.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2021-12-12,213630.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2021-12-12,250815.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2021-12-12,96876.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2021-12-12,63601.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2021-12-12,124391.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
